국가	시점	의약품	데이터
아이슬란드	2012	항우울제	106.3
아이슬란드	2013	소화관 및 신진대사	144.5
아이슬란드	2013	제산제	1.2
아이슬란드	2013	소화성궤양 및 위장용 약물	84
아이슬란드	2013	당뇨 약물	41.9
아이슬란드	2013	심장 배당체	2.4
아이슬란드	2013	항 부정맥제	4
아이슬란드	2013	이뇨제	54.9
아이슬란드	2013	향균제	19.4
아이슬란드	2013	진통제	34.1
아이슬란드	2013	수면제 및 진정제	69.6
아이슬란드	2013	항우울제	113.7
아이슬란드	2014	소화관 및 신진대사	146.7
아이슬란드	2014	제산제	1.4
아이슬란드	2014	소화성궤양 및 위장용 약물	86.4
아이슬란드	2014	당뇨 약물	42.3
아이슬란드	2014	심장 배당체	2.3
아이슬란드	2014	항 부정맥제	3.9
아이슬란드	2014	이뇨제	52.7
아이슬란드	2014	진통제	34.5
아이슬란드	2014	수면제 및 진정제	66.2
아이슬란드	2014	항우울제	115.7
아이슬란드	2015	소화관 및 신진대사	155.3
아이슬란드	2015	제산제	1.4
아이슬란드	2015	소화성궤양 및 위장용 약물	91.8
아이슬란드	2015	당뇨 약물	44.9
아이슬란드	2015	심장 배당체	2.3
아이슬란드	2015	항 부정맥제	4.2
아이슬란드	2015	이뇨제	51.5
아이슬란드	2015	진통제	35.1
아이슬란드	2015	수면제 및 진정제	65.6
아이슬란드	2015	항우울제	125.8
아이슬란드	2016	소화관 및 신진대사	164
아이슬란드	2016	제산제	1.7
아이슬란드	2016	소화성궤양 및 위장용 약물	98.2
아이슬란드	2016	당뇨 약물	46.5
아이슬란드	2016	심장 배당체	2.2
아이슬란드	2016	항 부정맥제	4.3
아이슬란드	2016	이뇨제	51.5
아이슬란드	2016	진통제	37.4
아이슬란드	2016	수면제 및 진정제	65.7
아이슬란드	2016	항우울제	133
아이슬란드	2017	소화관 및 신진대사	170.1
아이슬란드	2017	제산제	1.8
아이슬란드	2017	소화성궤양 및 위장용 약물	102.7
아이슬란드	2017	당뇨 약물	47.2
아이슬란드	2017	심장 배당체	1.9
아이슬란드	2017	항 부정맥제	4.3
아이슬란드	2017	이뇨제	47.9
아이슬란드	2017	진통제	37.2
아이슬란드	2017	수면제 및 진정제	64.1
아이슬란드	2017	항우울제	138.6
아이슬란드	2018	소화관 및 신진대사	174.8
아이슬란드	2018	제산제	1.8
아이슬란드	2018	소화성궤양 및 위장용 약물	106.3
아이슬란드	2018	당뇨 약물	48
아이슬란드	2018	심장 배당체	1.8
아이슬란드	2018	항 부정맥제	4.4
아이슬란드	2018	이뇨제	46.1
아이슬란드	2018	진통제	34.3
아이슬란드	2018	수면제 및 진정제	62.1
아이슬란드	2018	항우울제	142
아이슬란드	2019	소화관 및 신진대사	178.5
아이슬란드	2019	제산제	2
아이슬란드	2019	소화성궤양 및 위장용 약물	109
아이슬란드	2019	당뇨 약물	48.7
아이슬란드	2019	심장 배당체	1.7
아이슬란드	2019	항 부정맥제	4.5
아이슬란드	2019	이뇨제	44.1
아이슬란드	2019	진통제	34.1
아이슬란드	2019	수면제 및 진정제	61.7
아이슬란드	2019	항우울제	146
아이슬란드	2020	소화관 및 신진대사	186.7
아이슬란드	2020	제산제	2.1
아이슬란드	2020	소화성궤양 및 위장용 약물	114
아이슬란드	2020	당뇨 약물	51.1
아이슬란드	2020	심장 배당체	1.5
아이슬란드	2020	항 부정맥제	4.6
아이슬란드	2020	이뇨제	42.4
아이슬란드	2020	진통제	35.3
아이슬란드	2020	수면제 및 진정제	66.6
아이슬란드	2020	항우울제	153.4
아일랜드	2004	향균제	18.3
아일랜드	2005	향균제	18.4
아일랜드	2006	향균제	20.1
아일랜드	2007	향균제	20.7
아일랜드	2008	향균제	20.7
아일랜드	2009	향균제	19
아일랜드	2010	향균제	19
아일랜드	2011	향균제	20.8
아일랜드	2012	향균제	21
아일랜드	2013	향균제	21.6
아일랜드	2014	향균제	21
아일랜드	2015	향균제	23
아일랜드	2016	향균제	22
아일랜드	2017	향균제	20.9
아일랜드	2018	향균제	22.4
아일랜드	2019	향균제	22.8
이탈리아	2005	향균제	22.2
이탈리아	2007	향균제	24.3
이탈리아	2008	향균제	25.5
이탈리아	2010	향균제	24.9
이탈리아	2011	소화관 및 신진대사	166.3
이탈리아	2011	제산제	1.8
이탈리아	2011	소화성궤양 및 위장용 약물	72.6
이탈리아	2011	당뇨 약물	61.7
이탈리아	2011	심장 배당체	3.7
이탈리아	2011	항 부정맥제	8.1
이탈리아	2011	이뇨제	38.5
이탈리아	2011	향균제	25.1
이탈리아	2011	진통제	5
이탈리아	2011	수면제 및 진정제	0.9
이탈리아	2011	항우울제	38.4
이탈리아	2012	소화관 및 신진대사	172.4
이탈리아	2012	제산제	1.8
이탈리아	2012	소화성궤양 및 위장용 약물	78.5
이탈리아	2012	당뇨 약물	62.2
이탈리아	2012	심장 배당체	3.4
이탈리아	2012	항 부정맥제	8.1
이탈리아	2012	이뇨제	39.1
이탈리아	2012	향균제	24.6
이탈리아	2012	진통제	5.3
이탈리아	2012	수면제 및 진정제	1.1
이탈리아	2012	항우울제	38.6
이탈리아	2013	소화관 및 신진대사	177.4
이탈리아	2013	제산제	1.8
이탈리아	2013	소화성궤양 및 위장용 약물	82.8
이탈리아	2013	당뇨 약물	62.5
이탈리아	2013	심장 배당체	3
이탈리아	2013	항 부정맥제	8.1
이탈리아	2013	이뇨제	39.1
이탈리아	2013	향균제	25.2
이탈리아	2013	진통제	5.9
이탈리아	2013	수면제 및 진정제	1.2
이탈리아	2013	항우울제	39.1
이탈리아	2014	소화관 및 신진대사	179.6
이탈리아	2014	제산제	1.9
이탈리아	2014	소화성궤양 및 위장용 약물	84.8
이탈리아	2014	당뇨 약물	62.1
이탈리아	2014	심장 배당체	2.7
이탈리아	2014	항 부정맥제	8
이탈리아	2014	이뇨제	39.3
이탈리아	2014	향균제	24.5
이탈리아	2014	진통제	6
이탈리아	2014	수면제 및 진정제	1.1
이탈리아	2014	항우울제	39.3
이탈리아	2015	소화관 및 신진대사	271.2
이탈리아	2015	제산제	1.9
이탈리아	2015	소화성궤양 및 위장용 약물	87.2
이탈리아	2015	당뇨 약물	62.6
이탈리아	2015	심장 배당체	2.4
이탈리아	2015	항 부정맥제	8.1
이탈리아	2015	이뇨제	39
이탈리아	2015	향균제	24.5
이탈리아	2015	진통제	6.4
이탈리아	2015	수면제 및 진정제	1.1
이탈리아	2015	항우울제	39.6
이탈리아	2016	소화관 및 신진대사	285.3
이탈리아	2016	제산제	1.9
이탈리아	2016	소화성궤양 및 위장용 약물	77.8
이탈리아	2016	당뇨 약물	62.9
이탈리아	2016	심장 배당체	2.2
이탈리아	2016	항 부정맥제	7.9
이탈리아	2016	이뇨제	38.8
이탈리아	2016	향균제	24
이탈리아	2016	진통제	7.1
이탈리아	2016	수면제 및 진정제	1.1
이탈리아	2016	항우울제	39.9
이탈리아	2017	소화관 및 신진대사	183.1
이탈리아	2017	제산제	2
이탈리아	2017	소화성궤양 및 위장용 약물	77.9
이탈리아	2017	당뇨 약물	62.7
이탈리아	2017	심장 배당체	2
이탈리아	2017	항 부정맥제	7.9
이탈리아	2017	이뇨제	38.7
이탈리아	2017	향균제	20.9
이탈리아	2017	진통제	6.5
이탈리아	2017	수면제 및 진정제	1
이탈리아	2017	항우울제	40.4
이탈리아	2018	소화관 및 신진대사	181.9
이탈리아	2018	제산제	2
이탈리아	2018	소화성궤양 및 위장용 약물	77.4
이탈리아	2018	당뇨 약물	63.2
이탈리아	2018	심장 배당체	1.8
이탈리아	2018	항 부정맥제	7.8
이탈리아	2018	이뇨제	38.4
이탈리아	2018	향균제	21.4
이탈리아	2018	진통제	7.6
이탈리아	2018	수면제 및 진정제	1
이탈리아	2018	항우울제	41.6
이탈리아	2019	소화관 및 신진대사	182.3
이탈리아	2019	제산제	1.9
이탈리아	2019	소화성궤양 및 위장용 약물	78.7
이탈리아	2019	당뇨 약물	63.6
이탈리아	2019	심장 배당체	1.6
이탈리아	2019	항 부정맥제	7.8
이탈리아	2019	이뇨제	39.3
이탈리아	2019	향균제	21.7
이탈리아	2019	진통제	8.5
이탈리아	2019	수면제 및 진정제	1.1
이탈리아	2019	항우울제	42.4
이탈리아	2020	소화관 및 신진대사	178.6
이탈리아	2020	제산제	1.9
이탈리아	2020	소화성궤양 및 위장용 약물	78.9
이탈리아	2020	당뇨 약물	64.4
이탈리아	2020	심장 배당체	1.5
이탈리아	2020	항 부정맥제	7.8
이탈리아	2020	이뇨제	38.9
이탈리아	2020	진통제	8.6
이탈리아	2020	수면제 및 진정제	1.2
이탈리아	2020	항우울제	43
라트비아	2002	향균제	15.9
라트비아	2004	향균제	15.1
라트비아	2005	향균제	14.5
라트비아	2006	향균제	12.8
라트비아	2007	향균제	13.9
라트비아	2008	향균제	12.5
라트비아	2009	향균제	11.5
라트비아	2010	향균제	12.6
라트비아	2011	향균제	12.9
라트비아	2012	소화관 및 신진대사	160.7
라트비아	2012	소화성궤양 및 위장용 약물	28.3
라트비아	2012	당뇨 약물	40.2
라트비아	2012	심장 배당체	4.6
라트비아	2012	항 부정맥제	2.4
라트비아	2012	이뇨제	18.6
라트비아	2012	향균제	12.9
라트비아	2012	진통제	5.6
라트비아	2012	수면제 및 진정제	5.5
라트비아	2012	항우울제	9.5
라트비아	2013	소화관 및 신진대사	169.2
라트비아	2013	소화성궤양 및 위장용 약물	30.9
라트비아	2013	당뇨 약물	41.5
라트비아	2013	심장 배당체	4.4
라트비아	2013	항 부정맥제	2.4
라트비아	2013	이뇨제	19.2
라트비아	2013	향균제	13.3
라트비아	2013	진통제	5.9
라트비아	2013	수면제 및 진정제	5.9
라트비아	2013	항우울제	10.2
라트비아	2014	소화관 및 신진대사	182.7
라트비아	2014	소화성궤양 및 위장용 약물	33.4
라트비아	2014	당뇨 약물	42.4
라트비아	2014	심장 배당체	3.9
라트비아	2014	항 부정맥제	2.5
라트비아	2014	이뇨제	19.2
라트비아	2014	향균제	12.6
라트비아	2014	진통제	5.9
라트비아	2014	수면제 및 진정제	6.4
라트비아	2014	항우울제	11.1
라트비아	2015	소화관 및 신진대사	202.6
라트비아	2015	소화성궤양 및 위장용 약물	37.7
라트비아	2015	당뇨 약물	43.8
라트비아	2015	심장 배당체	3.7
라트비아	2015	항 부정맥제	2.6
라트비아	2015	이뇨제	18.8
라트비아	2015	향균제	13.1
라트비아	2015	진통제	6.2
라트비아	2015	수면제 및 진정제	7
라트비아	2015	항우울제	12.3
라트비아	2016	소화관 및 신진대사	224.4
라트비아	2016	소화성궤양 및 위장용 약물	40.1
라트비아	2016	당뇨 약물	43.6
라트비아	2016	심장 배당체	3.5
라트비아	2016	항 부정맥제	2.6
라트비아	2016	이뇨제	18.6
라트비아	2016	향균제	12.9
라트비아	2016	진통제	6.3
라트비아	2016	수면제 및 진정제	7.6
라트비아	2016	항우울제	13.3
라트비아	2017	소화관 및 신진대사	259.4
라트비아	2017	소화성궤양 및 위장용 약물	42
라트비아	2017	당뇨 약물	45.5
라트비아	2017	심장 배당체	3.4
라트비아	2017	항 부정맥제	2.7
라트비아	2017	이뇨제	18.5
라트비아	2017	향균제	13.9
라트비아	2017	진통제	6.4
라트비아	2017	수면제 및 진정제	8.1
라트비아	2017	항우울제	15
라트비아	2018	소화관 및 신진대사	294.7
라트비아	2018	소화성궤양 및 위장용 약물	43.9
라트비아	2018	당뇨 약물	46.7
라트비아	2018	심장 배당체	3.1
라트비아	2018	항 부정맥제	2.7
라트비아	2018	이뇨제	18.5
라트비아	2018	향균제	13.4
라트비아	2018	진통제	6.3
라트비아	2018	수면제 및 진정제	8.4
라트비아	2018	항우울제	16.1
라트비아	2019	소화관 및 신진대사	304.3
라트비아	2019	소화성궤양 및 위장용 약물	46.8
라트비아	2019	당뇨 약물	48.1
라트비아	2019	심장 배당체	3
라트비아	2019	항 부정맥제	2.8
라트비아	2019	이뇨제	19
라트비아	2019	향균제	13.9
라트비아	2019	진통제	6.4
라트비아	2019	수면제 및 진정제	9.4
라트비아	2019	항우울제	17.6
라트비아	2020	소화관 및 신진대사	360.3
라트비아	2020	소화성궤양 및 위장용 약물	52.1
라트비아	2020	당뇨 약물	50.5
라트비아	2020	심장 배당체	2.8
라트비아	2020	항 부정맥제	3
라트비아	2020	이뇨제	19.6
라트비아	2020	진통제	7.8
라트비아	2020	수면제 및 진정제	10.6
라트비아	2020	항우울제	19.8
리투아니아	2006	향균제	22.1
리투아니아	2007	향균제	19.7
리투아니아	2008	향균제	21
리투아니아	2009	향균제	16.2
리투아니아	2010	소화관 및 신진대사	98.9
리투아니아	2010	제산제	0.2
리투아니아	2010	소화성궤양 및 위장용 약물	25.3
리투아니아	2010	당뇨 약물	30.1
리투아니아	2010	심장 배당체	4.2
리투아니아	2010	항 부정맥제	5.6
리투아니아	2010	이뇨제	18.3
리투아니아	2010	향균제	14.4
리투아니아	2010	진통제	14.6
리투아니아	2010	수면제 및 진정제	5.2
리투아니아	2010	항우울제	19.2
리투아니아	2011	소화관 및 신진대사	103.4
리투아니아	2011	제산제	0.3
리투아니아	2011	소화성궤양 및 위장용 약물	26.4
리투아니아	2011	당뇨 약물	32.4
리투아니아	2011	심장 배당체	3.9
리투아니아	2011	항 부정맥제	2.8
리투아니아	2011	이뇨제	17.7
리투아니아	2011	향균제	15.5
리투아니아	2011	진통제	13.7
리투아니아	2011	수면제 및 진정제	6.2
리투아니아	2011	항우울제	20.8
리투아니아	2012	소화관 및 신진대사	113.9
리투아니아	2012	제산제	0.7
리투아니아	2012	소화성궤양 및 위장용 약물	31.9
리투아니아	2012	당뇨 약물	37
리투아니아	2012	심장 배당체	4.2
리투아니아	2012	항 부정맥제	6.3
리투아니아	2012	이뇨제	19.8
리투아니아	2012	향균제	15.3
리투아니아	2012	진통제	14.1
리투아니아	2012	수면제 및 진정제	7.4
리투아니아	2012	항우울제	23.4
리투아니아	2013	소화관 및 신진대사	96.7
리투아니아	2013	제산제	0.7
리투아니아	2013	소화성궤양 및 위장용 약물	33.7
리투아니아	2013	당뇨 약물	40.6
리투아니아	2013	심장 배당체	4
리투아니아	2013	항 부정맥제	6.5
리투아니아	2013	이뇨제	20.7
리투아니아	2013	향균제	17.1
리투아니아	2013	진통제	14.6
리투아니아	2013	수면제 및 진정제	6.9
리투아니아	2013	항우울제	24.7
리투아니아	2014	소화관 및 신진대사	103.9
리투아니아	2014	제산제	0.6
리투아니아	2014	소화성궤양 및 위장용 약물	36.4
리투아니아	2014	당뇨 약물	43.7
리투아니아	2014	심장 배당체	3.8
리투아니아	2014	항 부정맥제	6.8
리투아니아	2014	이뇨제	21.7
리투아니아	2014	향균제	15.1
리투아니아	2014	진통제	12.9
리투아니아	2014	수면제 및 진정제	7.4
리투아니아	2014	항우울제	25.7
리투아니아	2015	소화관 및 신진대사	126
리투아니아	2015	제산제	0.6
리투아니아	2015	소화성궤양 및 위장용 약물	39
리투아니아	2015	당뇨 약물	44.3
리투아니아	2015	심장 배당체	3.4
리투아니아	2015	항 부정맥제	6.9
리투아니아	2015	이뇨제	21.2
리투아니아	2015	향균제	15.8
리투아니아	2015	진통제	12.7
리투아니아	2015	수면제 및 진정제	8.3
리투아니아	2015	항우울제	27.9
리투아니아	2016	소화관 및 신진대사	125.9
리투아니아	2016	제산제	0.2
리투아니아	2016	소화성궤양 및 위장용 약물	41.2
리투아니아	2016	당뇨 약물	47.8
리투아니아	2016	심장 배당체	3.2
리투아니아	2016	항 부정맥제	6.8
리투아니아	2016	이뇨제	21.8
리투아니아	2016	향균제	15.6
리투아니아	2016	진통제	12.7
리투아니아	2016	수면제 및 진정제	9.1
리투아니아	2016	항우울제	29.3
리투아니아	2017	소화관 및 신진대사	129.8
리투아니아	2017	제산제	0.2
리투아니아	2017	소화성궤양 및 위장용 약물	43.5
리투아니아	2017	당뇨 약물	50
리투아니아	2017	심장 배당체	3
리투아니아	2017	항 부정맥제	7.2
리투아니아	2017	이뇨제	22.6
리투아니아	2017	향균제	16
리투아니아	2017	진통제	10.1
리투아니아	2017	수면제 및 진정제	9.6
리투아니아	2017	항우울제	32.1
리투아니아	2018	소화관 및 신진대사	138.2
리투아니아	2018	제산제	0.2
리투아니아	2018	소화성궤양 및 위장용 약물	44.7
리투아니아	2018	당뇨 약물	53.6
리투아니아	2018	심장 배당체	2.8
리투아니아	2018	항 부정맥제	7.1
리투아니아	2018	이뇨제	23.9
리투아니아	2018	향균제	15.5
리투아니아	2018	진통제	10.3
리투아니아	2018	수면제 및 진정제	10.4
리투아니아	2018	항우울제	31.3
리투아니아	2019	소화관 및 신진대사	156.7
리투아니아	2019	제산제	0.2
리투아니아	2019	소화성궤양 및 위장용 약물	46.3
리투아니아	2019	당뇨 약물	56.7
리투아니아	2019	심장 배당체	2.7
리투아니아	2019	항 부정맥제	7.7
리투아니아	2019	이뇨제	26.8
리투아니아	2019	향균제	15.6
리투아니아	2019	진통제	9.8
리투아니아	2019	수면제 및 진정제	11.4
리투아니아	2019	항우울제	35.4
룩셈부르크	1998	향균제	27.2
룩셈부르크	1999	소화성궤양 및 위장용 약물	26.4
룩셈부르크	1999	당뇨 약물	29.3
룩셈부르크	1999	심장 배당체	6.7
룩셈부르크	1999	항 부정맥제	8.5
룩셈부르크	1999	이뇨제	19.8
룩셈부르크	1999	향균제	27.1
룩셈부르크	1999	진통제	8.4
룩셈부르크	2000	소화성궤양 및 위장용 약물	29.5
룩셈부르크	2000	당뇨 약물	31
룩셈부르크	2000	심장 배당체	6.5
룩셈부르크	2000	항 부정맥제	8.5
룩셈부르크	2000	이뇨제	20.4
룩셈부르크	2000	향균제	26.2
룩셈부르크	2000	진통제	9
룩셈부르크	2001	소화성궤양 및 위장용 약물	35.9
룩셈부르크	2001	당뇨 약물	33.6
룩셈부르크	2001	심장 배당체	6
룩셈부르크	2001	항 부정맥제	8.4
룩셈부르크	2001	이뇨제	22.6
룩셈부르크	2001	향균제	26.3
룩셈부르크	2001	진통제	9.7
룩셈부르크	2002	소화성궤양 및 위장용 약물	43.3
룩셈부르크	2002	당뇨 약물	36.3
룩셈부르크	2002	심장 배당체	5.6
룩셈부르크	2002	항 부정맥제	8.6
룩셈부르크	2002	이뇨제	23.3
룩셈부르크	2002	향균제	26.2
룩셈부르크	2002	진통제	11.9
룩셈부르크	2003	소화성궤양 및 위장용 약물	47.1
룩셈부르크	2003	당뇨 약물	38.1
룩셈부르크	2003	심장 배당체	4.5
룩셈부르크	2003	항 부정맥제	8.5
룩셈부르크	2003	이뇨제	22.4
룩셈부르크	2003	향균제	27.1
룩셈부르크	2003	진통제	13.8
룩셈부르크	2003	수면제 및 진정제	50.6
룩셈부르크	2003	항우울제	36.2
룩셈부르크	2004	소화관 및 신진대사	190.2
룩셈부르크	2004	소화성궤양 및 위장용 약물	52.8
룩셈부르크	2004	당뇨 약물	38.2
룩셈부르크	2004	심장 배당체	4.6
룩셈부르크	2004	항 부정맥제	8.1
룩셈부르크	2004	이뇨제	23.5
룩셈부르크	2004	향균제	23.4
룩셈부르크	2004	진통제	15.9
룩셈부르크	2004	수면제 및 진정제	51.9
룩셈부르크	2004	항우울제	41.6
룩셈부르크	2005	소화관 및 신진대사	206.5
룩셈부르크	2005	소화성궤양 및 위장용 약물	58.8
룩셈부르크	2005	당뇨 약물	50
룩셈부르크	2005	심장 배당체	4.1
룩셈부르크	2005	항 부정맥제	7.9
룩셈부르크	2005	이뇨제	24.7
룩셈부르크	2005	향균제	24.6
룩셈부르크	2005	진통제	17.7
룩셈부르크	2005	수면제 및 진정제	52.2
룩셈부르크	2005	항우울제	42.7
룩셈부르크	2006	소화관 및 신진대사	202.6
룩셈부르크	2006	소화성궤양 및 위장용 약물	60
룩셈부르크	2006	당뇨 약물	50.4
룩셈부르크	2006	심장 배당체	3.5
룩셈부르크	2006	항 부정맥제	7.6
룩셈부르크	2006	이뇨제	25.2
룩셈부르크	2006	향균제	23.2
룩셈부르크	2006	진통제	18.1
룩셈부르크	2006	수면제 및 진정제	52.2
룩셈부르크	2006	항우울제	42.3
룩셈부르크	2007	소화관 및 신진대사	142.3
룩셈부르크	2007	소화성궤양 및 위장용 약물	60.5
룩셈부르크	2007	당뇨 약물	51.9
룩셈부르크	2007	심장 배당체	3.2
룩셈부르크	2007	항 부정맥제	7.6
룩셈부르크	2007	이뇨제	25.6
룩셈부르크	2007	향균제	25.1
룩셈부르크	2007	진통제	16.9
룩셈부르크	2007	수면제 및 진정제	52.6
룩셈부르크	2007	항우울제	45.1
룩셈부르크	2008	소화관 및 신진대사	165
룩셈부르크	2008	소화성궤양 및 위장용 약물	65.8
룩셈부르크	2008	당뇨 약물	60.6
룩셈부르크	2008	심장 배당체	2.9
룩셈부르크	2008	항 부정맥제	7.4
룩셈부르크	2008	이뇨제	27
룩셈부르크	2008	향균제	25
룩셈부르크	2008	진통제	19.5
룩셈부르크	2008	수면제 및 진정제	53.7
룩셈부르크	2008	항우울제	47
룩셈부르크	2009	소화관 및 신진대사	210.8
룩셈부르크	2009	소화성궤양 및 위장용 약물	70
룩셈부르크	2009	당뇨 약물	63.6
룩셈부르크	2009	심장 배당체	2.6
룩셈부르크	2009	항 부정맥제	7.5
룩셈부르크	2009	이뇨제	27.9
룩셈부르크	2009	향균제	25.7
룩셈부르크	2009	진통제	30.1
룩셈부르크	2009	수면제 및 진정제	53.9
룩셈부르크	2009	항우울제	47.9
룩셈부르크	2010	소화관 및 신진대사	249.7
룩셈부르크	2010	소화성궤양 및 위장용 약물	72.7
룩셈부르크	2010	당뇨 약물	63.8
룩셈부르크	2010	심장 배당체	2.4
룩셈부르크	2010	항 부정맥제	7.5
룩셈부르크	2010	이뇨제	29.2
룩셈부르크	2010	향균제	25.1
룩셈부르크	2010	진통제	30
룩셈부르크	2010	수면제 및 진정제	54.4
룩셈부르크	2010	항우울제	50.1
룩셈부르크	2011	소화관 및 신진대사	303
룩셈부르크	2011	소화성궤양 및 위장용 약물	77.3
룩셈부르크	2011	당뇨 약물	64
룩셈부르크	2011	심장 배당체	2.1
룩셈부르크	2011	항 부정맥제	7.7
룩셈부르크	2011	이뇨제	30.3
룩셈부르크	2011	향균제	25.2
룩셈부르크	2011	진통제	31.8
룩셈부르크	2011	수면제 및 진정제	52.6
룩셈부르크	2011	항우울제	51.4
룩셈부르크	2012	소화관 및 신진대사	360.4
룩셈부르크	2012	소화성궤양 및 위장용 약물	80.7
룩셈부르크	2012	당뇨 약물	63.4
룩셈부르크	2012	심장 배당체	2
룩셈부르크	2012	항 부정맥제	7.7
룩셈부르크	2012	이뇨제	31.7
룩셈부르크	2012	향균제	25
룩셈부르크	2012	진통제	32.4
룩셈부르크	2012	수면제 및 진정제	51.2
룩셈부르크	2012	항우울제	52
룩셈부르크	2013	소화관 및 신진대사	396.3
룩셈부르크	2013	소화성궤양 및 위장용 약물	82.8
룩셈부르크	2013	당뇨 약물	64
룩셈부르크	2013	심장 배당체	1.8
룩셈부르크	2013	항 부정맥제	7.5
룩셈부르크	2013	이뇨제	31.2
룩셈부르크	2013	향균제	25
룩셈부르크	2013	진통제	33.3
룩셈부르크	2013	수면제 및 진정제	50.2
룩셈부르크	2013	항우울제	53.4
룩셈부르크	2014	소화관 및 신진대사	415.6
룩셈부르크	2014	소화성궤양 및 위장용 약물	85.5
룩셈부르크	2014	당뇨 약물	64.6
룩셈부르크	2014	심장 배당체	1.6
룩셈부르크	2014	항 부정맥제	7.5
룩셈부르크	2014	이뇨제	31.3
룩셈부르크	2014	향균제	23.2
룩셈부르크	2014	진통제	33
룩셈부르크	2014	수면제 및 진정제	49.1
룩셈부르크	2014	항우울제	56
룩셈부르크	2015	소화관 및 신진대사	453.4
룩셈부르크	2015	소화성궤양 및 위장용 약물	89.4
룩셈부르크	2015	당뇨 약물	65.2
룩셈부르크	2015	심장 배당체	1.4
룩셈부르크	2015	항 부정맥제	7.3
룩셈부르크	2015	이뇨제	31.5
룩셈부르크	2015	향균제	23.5
룩셈부르크	2015	진통제	33.3
룩셈부르크	2015	수면제 및 진정제	48.3
룩셈부르크	2015	항우울제	53.7
룩셈부르크	2016	소화관 및 신진대사	465.8
룩셈부르크	2016	소화성궤양 및 위장용 약물	90.2
룩셈부르크	2016	당뇨 약물	64.9
룩셈부르크	2016	심장 배당체	1.3
룩셈부르크	2016	항 부정맥제	6.9
룩셈부르크	2016	이뇨제	31.9
룩셈부르크	2016	향균제	22.9
룩셈부르크	2016	진통제	33.5
룩셈부르크	2016	수면제 및 진정제	47.1
룩셈부르크	2016	항우울제	54.2
룩셈부르크	2017	소화관 및 신진대사	460.5
룩셈부르크	2017	소화성궤양 및 위장용 약물	87.3
룩셈부르크	2017	당뇨 약물	64.2
룩셈부르크	2017	심장 배당체	1.2
룩셈부르크	2017	항 부정맥제	6.9
룩셈부르크	2017	이뇨제	30.7
룩셈부르크	2017	향균제	22.6
룩셈부르크	2017	진통제	32.6
룩셈부르크	2017	수면제 및 진정제	45.6
룩셈부르크	2017	항우울제	53
룩셈부르크	2018	소화관 및 신진대사	432.6
룩셈부르크	2018	소화성궤양 및 위장용 약물	87.2
룩셈부르크	2018	당뇨 약물	64
룩셈부르크	2018	심장 배당체	1.1
룩셈부르크	2018	항 부정맥제	6.7
룩셈부르크	2018	이뇨제	30
룩셈부르크	2018	향균제	22.1
룩셈부르크	2018	진통제	33
룩셈부르크	2018	수면제 및 진정제	42
룩셈부르크	2018	항우울제	52.9
룩셈부르크	2019	소화관 및 신진대사	437.7
룩셈부르크	2019	소화성궤양 및 위장용 약물	87
룩셈부르크	2019	당뇨 약물	63.8
룩셈부르크	2019	심장 배당체	1.1
룩셈부르크	2019	항 부정맥제	6.5
룩셈부르크	2019	이뇨제	29.9
룩셈부르크	2019	향균제	21.1
룩셈부르크	2019	진통제	30.5
룩셈부르크	2019	수면제 및 진정제	40.2
룩셈부르크	2019	항우울제	53.8
룩셈부르크	2020	소화관 및 신진대사	471.6
룩셈부르크	2020	소화성궤양 및 위장용 약물	85.5
룩셈부르크	2020	당뇨 약물	62.9
룩셈부르크	2020	심장 배당체	1
룩셈부르크	2020	항 부정맥제	6.3
룩셈부르크	2020	이뇨제	30.8
룩셈부르크	2020	진통제	29.3
룩셈부르크	2020	수면제 및 진정제	39.7
룩셈부르크	2020	항우울제	53.9
네덜란드	1998	향균제	9.4
네덜란드	1999	향균제	9.6
네덜란드	2000	향균제	9.3
네덜란드	2001	소화관 및 신진대사	135.2
네덜란드	2001	제산제	1.1
네덜란드	2001	소화성궤양 및 위장용 약물	40.9
네덜란드	2001	당뇨 약물	46.3
네덜란드	2001	심장 배당체	5.1
네덜란드	2001	항 부정맥제	2.7
네덜란드	2001	이뇨제	51.9
네덜란드	2001	향균제	9.3
네덜란드	2001	진통제	12.9
네덜란드	2001	수면제 및 진정제	22.9
네덜란드	2001	항우울제	31.4
네덜란드	2002	소화관 및 신진대사	142.5
네덜란드	2002	제산제	1.2
네덜란드	2002	소화성궤양 및 위장용 약물	43.9
네덜란드	2002	당뇨 약물	49.9
네덜란드	2002	심장 배당체	4.7
네덜란드	2002	항 부정맥제	2.7
네덜란드	2002	이뇨제	51.7
네덜란드	2002	향균제	9.4
네덜란드	2002	진통제	14
네덜란드	2002	수면제 및 진정제	22.8
네덜란드	2002	항우울제	33.8
네덜란드	2003	소화관 및 신진대사	151.5
네덜란드	2003	제산제	1.2
네덜란드	2003	소화성궤양 및 위장용 약물	47.6
네덜란드	2003	당뇨 약물	53.9
네덜란드	2003	심장 배당체	4.4
네덜란드	2003	항 부정맥제	2.6
네덜란드	2003	이뇨제	52.8
네덜란드	2003	진통제	15.4
네덜란드	2003	수면제 및 진정제	22.9
네덜란드	2003	항우울제	35.5
네덜란드	2004	소화관 및 신진대사	139.1
네덜란드	2004	제산제	0
